"","items","support","transIdenticalToItemsets","count"
"48","{chromium,edge}",0.000193528409970584,25,25
"49","{goo,let}",0.000294163183155287,38,38
"50","{chew,gum}",0.00018578727357176,24,24
"51","{murdock,riley}",0.000286422046756464,37,37
"52","{hood,robin}",0.000278680910357641,36,36
"53","{pi,raspberry}",0.00020901068276823,27,27
"54","{gordon,hello}",0.000565102957114104,73,73
"55","{linus,sandal}",0.00018578727357176,24,24
"56","{ad,vance}",0.00020901068276823,27,27
"57","{vance,youtube}",0.000472209320328224,61,61
"58","{explorer,internet}",0.00018578727357176,24,24
"59","{linus,sebastian}",0.000247716364762347,32,32
"60","{arch,btw}",0.000193528409970584,25,25
"61","{card,gfx}",0.000193528409970584,25,25
"62","{duper,super}",0.000317386592351757,41,41
"63","{nikola,tesla}",0.000348351137947051,45,45
"64","{carbon,nanotube}",0.000642514321102338,83,83
"65","{oppo,phone}",0.000170305000774114,22,22
"66","{james,juice}",0.000294163183155287,38,38
"67","{circuit,short}",0.000340610001548227,44,44
"68","{airport,code}",0.000193528409970584,25,25
"69","{amd,instinct}",0.000178046137172937,23,23
"70","{instinct,ultra}",0.000193528409970584,25,25
"71","{coffee,madrinas}",0.000193528409970584,25,25
"72","{ptgi,seus}",0.000239975228363524,31,31
"73","{chunk,nugget}",0.000178046137172937,23,23
"74","{geep,linus}",0.000193528409970584,25,25
"75","{geep,war}",0.000379315683542344,49,49
"76","{geep,scrapyard}",0.000371574547143521,48,48
"77","{jacket,leather}",0.000363833410744697,47,47
"78","{ad,adblocker}",0.000178046137172937,23,23
"79","{nano,tube}",0.000286422046756464,37,37
"80","{carbon,nano}",0.000317386592351757,41,41
"81","{hp,hyperx}",0.000348351137947051,45,45
"82","{incognito,mode}",0.000193528409970584,25,25
"83","{bahn,deutsche}",0.000340610001548227,44,44
"84","{moustache,riley}",0.000348351137947051,45,45
"85","{england,uk}",0.000193528409970584,25,25
"86","{obi,wan}",0.00018578727357176,24,24
"87","{shoe,vessi}",0.000193528409970584,25,25
"88","{episode,funniest}",0.000170305000774114,22,22
"89","{dose,tech}",0.000178046137172937,23,23
"90","{donald,trump}",0.00025545750116117,33,33
"91","{bezos,jeff}",0.000263198637559994,34,34
"92","{stamp,time}",0.000448985911131754,58,58
"93","{linus,scrapyard}",0.000224492955565877,29,29
"94","{scrapyard,war}",0.000448985911131754,58,58
"95","{excel,xls}",0.000178046137172937,23,23
"96","{boston,dynamic}",0.000356092274345874,46,46
"97","{96,core}",0.000216751819167054,28,28
"98","{ltt,merch}",0.00018578727357176,24,24
"99","{brush,tooth}",0.000379315683542344,49,49
"100","{impression,riley}",0.000178046137172937,23,23
"101","{good,ol}",0.00020901068276823,27,27
"102","{6900,xt}",0.000247716364762347,32,32
"103","{76,fallout}",0.00020901068276823,27,27
"104","{fund,hedge}",0.000239975228363524,31,31
"105","{ad,adblock}",0.000263198637559994,34,34
"106","{bezel,phone}",0.000178046137172937,23,23
"107","{accent,aussie}",0.000325127728750581,42,42
"108","{doom,eternal}",0.00025545750116117,33,33
"109","{ajit,pai}",0.000418021365536461,54,54
"110","{69,nice}",0.000216751819167054,28,28
"111","{phone,supreme}",0.000239975228363524,31,31
"112","{11th,intel}",0.000216751819167054,28,28
"113","{11th,gen}",0.000309645455952934,40,40
"114","{game,throne}",0.000178046137172937,23,23
"115","{riley,stache}",0.000294163183155287,38,38
"116","{porn,stache}",0.000170305000774114,22,22
"117","{company,thomas}",0.00018578727357176,24,24
"118","{edison,thomas}",0.000278680910357641,36,36
"119","{linus,spit}",0.000178046137172937,23,23
"120","{iron,man}",0.000170305000774114,22,22
"121","{award,game}",0.000178046137172937,23,23
"122","{background,commentary}",0.000193528409970584,25,25
"123","{bauer,mean}",0.000418021365536461,54,54
"124","{bauer,german}",0.000286422046756464,37,37
"125","{bauer,builder}",0.000286422046756464,37,37
"126","{bauer,der}",0.000580585229911751,75,75
"127","{bauer,farmer}",0.000526397275119988,68,68
"128","{minecraft,seus}",0.000170305000774114,22,22
"129","{48,gb}",0.000263198637559994,34,34
"130","{gamer,nexus}",0.00025545750116117,33,33
"131","{beer,hold}",0.000332868865149404,43,43
"132","{core,quad}",0.000178046137172937,23,23
"133","{gif,jif}",0.000425762501935284,55,55
"134","{linus,retire}",0.000286422046756464,37,37
"135","{bless,god}",0.00020901068276823,27,27
"136","{2600,ryzen}",0.000178046137172937,23,23
"137","{nm,transistor}",0.000193528409970584,25,25
"138","{congratulation,riley}",0.000387056819941167,50,50
"139","{shirt,tape}",0.000178046137172937,23,23
"140","{haircut,new}",0.000193528409970584,25,25
"141","{haircut,linus}",0.000178046137172937,23,23
"142","{haircut,riley}",0.000270939773958817,35,35
"143","{710,gt}",0.000270939773958817,35,35
"144","{bottle,water}",0.0002322340919647,30,30
"145","{plot,twist}",0.000309645455952934,40,40
"146","{facial,hair}",0.000270939773958817,35,35
"147","{get,pulse}",0.000193528409970584,25,25
"148","{linus,pulse}",0.000387056819941167,50,50
"149","{pulse,way}",0.000410280229137637,53,53
"150","{ad,pulse}",0.000340610001548227,44,44
"151","{300k,gpu}",0.00020901068276823,27,27
"152","{com,lttstore}",0.000526397275119988,68,68
"153","{eth,mining}",0.00018578727357176,24,24
"154","{boomer,ok}",0.000270939773958817,35,35
"155","{reference,valley}",0.000216751819167054,28,28
"156","{silicon,valley}",0.000456727047530577,59,59
"157","{ad,blocker}",0.000410280229137637,53,53
"158","{james,lazer}",0.00020901068276823,27,27
"159","{butter,peanut}",0.000294163183155287,38,38
"160","{censor,coronavirus}",0.000178046137172937,23,23
"161","{ban,taliban}",0.000224492955565877,29,29
"162","{taliban,trump}",0.000178046137172937,23,23
"163","{taliban,twitter}",0.000216751819167054,28,28
"164","{gsync,nvidia}",0.000193528409970584,25,25
"165","{gsync,monitor}",0.00018578727357176,24,24
"166","{freesync,gsync}",0.00020901068276823,27,27
"167","{states,united}",0.000286422046756464,37,37
"168","{asleep,fall}",0.000178046137172937,23,23
"169","{gabe,xbox}",0.000178046137172937,23,23
"170","{microsoft,simulator}",0.000201269546369407,26,26
"171","{flight,simulator}",0.000387056819941167,50,50
"172","{antivirus,useless}",0.00018578727357176,24,24
"173","{8k,upscale}",0.000224492955565877,29,29
"174","{club,dollar}",0.000216751819167054,28,28
"175","{club,shave}",0.000224492955565877,29,29
"176","{inflate,price}",0.000201269546369407,26,26
"177","{foldable,phone}",0.000247716364762347,32,32
"178","{hike,price}",0.000201269546369407,26,26
"179","{farmer,mean}",0.000410280229137637,53,53
"180","{farmer,german}",0.00025545750116117,33,33
"181","{builder,farmer}",0.000224492955565877,29,29
"182","{der,farmer}",0.000441244774732931,57,57
"183","{korea,south}",0.00025545750116117,33,33
"184","{game,ubisoft}",0.000193528409970584,25,25
"185","{der,mean}",0.000356092274345874,46,46
"186","{der,german}",0.00025545750116117,33,33
"187","{builder,der}",0.00025545750116117,33,33
"188","{law,moore}",0.000325127728750581,42,42
"189","{dead,moore}",0.000239975228363524,31,31
"190","{rise,skywalker}",0.000348351137947051,45,45
"191","{asus,strix}",0.000170305000774114,22,22
"192","{duo,riley}",0.000301904319554111,39,39
"193","{anthony,talklinke}",0.000170305000774114,22,22
"194","{shirt,wash}",0.000170305000774114,22,22
"195","{hardware,unboxed}",0.0002322340919647,30,30
"196","{price,tag}",0.000193528409970584,25,25
"197","{net,neutrality}",0.000448985911131754,58,58
"198","{tencent,wait}",0.000193528409970584,25,25
"199","{own,tencent}",0.000379315683542344,49,49
"200","{tencent,tiktok}",0.000201269546369407,26,26
"201","{laptop,toshiba}",0.000286422046756464,37,37
"202","{lab,star}",0.000239975228363524,31,31
"203","{iphone,se}",0.000239975228363524,31,31
"204","{lady,linus}",0.000170305000774114,22,22
"205","{builder,mean}",0.000294163183155287,38,38
"206","{comedy,news}",0.000170305000774114,22,22
"207","{ar,map}",0.0002322340919647,30,30
"208","{panini,want}",0.000193528409970584,25,25
"209","{crisis,run}",0.000247716364762347,32,32
"210","{laser,rifle}",0.000464468183929401,60,60
"211","{amd,epyc}",0.000178046137172937,23,23
"212","{vincero,watch}",0.000479950456727048,62,62
"213","{fresh,tech}",0.00018578727357176,24,24
"214","{fresh,news}",0.000178046137172937,23,23
"215","{com,dot}",0.00018578727357176,24,24
"216","{new,york}",0.0002322340919647,30,30
"217","{ball,dragon}",0.0002322340919647,30,30
"218","{java,rtx}",0.000170305000774114,22,22
"219","{java,minecraft}",0.00020901068276823,27,27
"220","{edition,java}",0.00020901068276823,27,27
"221","{blu,ray}",0.00018578727357176,24,24
"222","{capacitor,card}",0.000178046137172937,23,23
"223","{deep,learning}",0.000178046137172937,23,23
"224","{favourite,riley}",0.00020901068276823,27,27
"225","{proof,stake}",0.000216751819167054,28,28
"226","{license,plate}",0.000224492955565877,29,29
"227","{amd,su}",0.000178046137172937,23,23
"228","{lisa,su}",0.000565102957114104,73,73
"229","{facebook,oculus}",0.000239975228363524,31,31
"230","{oculus,quest}",0.000309645455952934,40,40
"231","{arm,risc}",0.000363833410744697,47,47
"232","{corona,virus}",0.000263198637559994,34,34
"233","{lg,wing}",0.000224492955565877,29,29
"234","{james,mandalorian}",0.000170305000774114,22,22
"235","{mandalorian,suck}",0.00018578727357176,24,24
"236","{pewdiepie,subscribe}",0.000239975228363524,31,31
"237","{10th,intel}",0.000263198637559994,34,34
"238","{10th,gen}",0.000317386592351757,41,41
"239","{disk,drive}",0.000263198637559994,34,34
"240","{570,rx}",0.00020901068276823,27,27
"241","{game,launcher}",0.00025545750116117,33,33
"242","{launcher,steam}",0.00020901068276823,27,27
"243","{bundle,humble}",0.000178046137172937,23,23
"244","{console,disc}",0.000170305000774114,22,22
"245","{disc,drive}",0.000247716364762347,32,32
"246","{nintendo,rom}",0.0002322340919647,30,30
"247","{3700x,buy}",0.00020901068276823,27,27
"248","{3700x,ryzen}",0.00020901068276823,27,27
"249","{2020,ltx}",0.0002322340919647,30,30
"250","{jensen,lisa}",0.000170305000774114,22,22
"251","{dance,riley}",0.000216751819167054,28,28
"252","{brave,browser}",0.0002322340919647,30,30
"253","{pay,taxis}",0.0002322340919647,30,30
"254","{amd,apus}",0.000170305000774114,22,22
"255","{bing,use}",0.00018578727357176,24,24
"256","{bing,google}",0.000309645455952934,40,40
"257","{bing,search}",0.000216751819167054,28,28
"258","{anytime,soon}",0.000224492955565877,29,29
"259","{console,sega}",0.000216751819167054,28,28
"260","{entry,level}",0.000178046137172937,23,23
"261","{1030,gt}",0.000456727047530577,59,59
"262","{point,selling}",0.00018578727357176,24,24
"263","{halo,infinite}",0.000193528409970584,25,25
"264","{combo,riley}",0.000371574547143521,48,48
"265","{boss,linus}",0.000170305000774114,22,22
"266","{128,core}",0.00018578727357176,24,24
"267","{christ,jesus}",0.000363833410744697,47,47
"268","{gif,linus}",0.000178046137172937,23,23
"269","{gif,pronounce}",0.000332868865149404,43,43
"270","{hardware,unbox}",0.000239975228363524,31,31
"271","{intel,xe}",0.000278680910357641,36,36
"272","{pause,video}",0.000239975228363524,31,31
"273","{card,fe}",0.000193528409970584,25,25
"274","{people,rob}",0.000170305000774114,22,22
"275","{rob,scalper}",0.000425762501935284,55,55
"276","{mode,rage}",0.000193528409970584,25,25
"277","{alert,spoiler}",0.000317386592351757,41,41
"278","{league,rocket}",0.000348351137947051,45,45
"279","{password,use}",0.000193528409970584,25,25
"280","{discrete,intel}",0.00025545750116117,33,33
"281","{discrete,gpu}",0.000216751819167054,28,28
"282","{linus,roast}",0.000340610001548227,44,44
"283","{ban,tik}",0.000270939773958817,35,35
"284","{tik,tok}",0.000921195231459978,119,119
"285","{game,mario}",0.000201269546369407,26,26
"286","{mario,super}",0.000317386592351757,41,41
"287","{580,rx}",0.000340610001548227,44,44
"288","{apple,cook}",0.000216751819167054,28,28
"289","{cook,tim}",0.000239975228363524,31,31
"290","{buggy,game}",0.000224492955565877,29,29
"291","{linus,spoil}",0.000216751819167054,28,28
"292","{movie,spoil}",0.000170305000774114,22,22
"293","{deck,steam}",0.000479950456727048,62,62
"294","{scarlett,xbox}",0.000332868865149404,43,43
"295","{force,lightning}",0.000224492955565877,29,29
"296","{low,profile}",0.00018578727357176,24,24
"297","{flip,phone}",0.000170305000774114,22,22
"298","{cow,vr}",0.000216751819167054,28,28
"299","{ban,tok}",0.000286422046756464,37,37
"300","{6800,xt}",0.00018578727357176,24,24
"301","{scalp,scalper}",0.00020901068276823,27,27
"302","{bog,know}",0.000170305000774114,22,22
"303","{bog,toilet}",0.000286422046756464,37,37
"304","{channel,subscriber}",0.000170305000774114,22,22
"305","{1050,ti}",0.00020901068276823,27,27
"306","{1050,gtx}",0.000224492955565877,29,29
"307","{activate,google}",0.000286422046756464,37,37
"308","{computer,quantum}",0.000170305000774114,22,22
"309","{express,memory}",0.000325127728750581,42,42
"310","{aib,nvidia}",0.000178046137172937,23,23
"311","{aib,card}",0.000178046137172937,23,23
"312","{amd,lisa}",0.000224492955565877,29,29
"313","{ampere,nvidia}",0.00020901068276823,27,27
"314","{linus,ncix}",0.000178046137172937,23,23
"315","{ncix,riley}",0.000178046137172937,23,23
"316","{ncix,tech}",0.000224492955565877,29,29
"317","{brown,rgb}",0.000286422046756464,37,37
"318","{brown,noctua}",0.000286422046756464,37,37
"319","{amazon,worker}",0.00020901068276823,27,27
"320","{congrat,riley}",0.000464468183929401,60,60
"321","{congrat,madison}",0.000178046137172937,23,23
"322","{baby,congrat}",0.00020901068276823,27,27
"323","{22,billion}",0.000201269546369407,26,26
"324","{hdd,ssd}",0.000170305000774114,22,22
"325","{core,cuda}",0.000309645455952934,40,40
"326","{pack,texture}",0.000193528409970584,25,25
"327","{game,publisher}",0.00018578727357176,24,24
"328","{autopilot,car}",0.000239975228363524,31,31
"329","{autopilot,tesla}",0.000448985911131754,58,58
"330","{autopilot,crash}",0.000178046137172937,23,23
"331","{get,notification}",0.000301904319554111,39,39
"332","{notification,video}",0.000201269546369407,26,26
"333","{operating,system}",0.000286422046756464,37,37
"334","{entertaining,video}",0.000193528409970584,25,25
"335","{paper,toilet}",0.00018578727357176,24,24
"336","{apple,tim}",0.000472209320328224,61,61
"337","{dirty,shirt}",0.000216751819167054,28,28
"338","{1650,super}",0.000170305000774114,22,22
"339","{1650,gtx}",0.000224492955565877,29,29
"340","{guy,mic}",0.000170305000774114,22,22
"341","{grade,video}",0.000170305000774114,22,22
"342","{color,grade}",0.000193528409970584,25,25
"343","{apple,qualcomm}",0.000317386592351757,41,41
"344","{like,sister}",0.000247716364762347,32,32
"345","{linus,sister}",0.000332868865149404,43,43
"346","{riley,sister}",0.000286422046756464,37,37
"347","{little,sister}",0.000201269546369407,26,26
"348","{company,edison}",0.000665737730298808,86,86
"349","{edison,name}",0.000379315683542344,49,49
"350","{edison,electric}",0.000294163183155287,38,38
"351","{coincidence,think}",0.00020901068276823,27,27
"352","{address,ip}",0.000170305000774114,22,22
"353","{carbon,riley}",0.000178046137172937,23,23
"354","{carbon,tube}",0.000301904319554111,39,39
"355","{laugh,loud}",0.000216751819167054,28,28
"356","{anime,like}",0.000224492955565877,29,29
"357","{anime,love}",0.000193528409970584,25,25
"358","{anime,god}",0.000340610001548227,44,44
"359","{row,uk}",0.000178046137172937,23,23
"360","{excel,row}",0.000340610001548227,44,44
"361","{like,vibe}",0.000170305000774114,22,22
"362","{get,vibe}",0.0002322340919647,30,30
"363","{riley,vibe}",0.00018578727357176,24,24
"364","{love,vibe}",0.000170305000774114,22,22
"365","{game,gta}",0.000216751819167054,28,28
"366","{fuel,hydrogen}",0.000216751819167054,28,28
"367","{anthony,weight}",0.0002322340919647,30,30
"368","{lose,weight}",0.000309645455952934,40,40
"369","{120hz,4k}",0.00018578727357176,24,24
"370","{120hz,8k}",0.000356092274345874,46,46
"371","{nvidia,quadro}",0.000193528409970584,25,25
"372","{card,quadro}",0.000178046137172937,23,23
"373","{database,excel}",0.000216751819167054,28,28
"374","{good,maddison}",0.000178046137172937,23,23
"375","{linus,maddison}",0.00020901068276823,27,27
"376","{maddison,video}",0.000170305000774114,22,22
"377","{china,russia}",0.000216751819167054,28,28
"378","{filter,linus}",0.0002322340919647,30,30
"379","{cat,filter}",0.000340610001548227,44,44
"380","{linus,oof}",0.000201269546369407,26,26
"381","{big,oof}",0.0010605356866388,137,137
"382","{bait,title}",0.000201269546369407,26,26
"383","{bait,click}",0.000727666821489395,94,94
"384","{ahh,yes}",0.000170305000774114,22,22
"385","{dev,game}",0.000178046137172937,23,23
"386","{camera,comfortable}",0.000178046137172937,23,23
"387","{game,library}",0.000216751819167054,28,28
"388","{library,steam}",0.00018578727357176,24,24
"389","{guy,suit}",0.00020901068276823,27,27
"390","{like,treat}",0.00025545750116117,33,33
"391","{like,ratio}",0.000170305000774114,22,22
"392","{america,north}",0.00018578727357176,24,24
"393","{riley,russian}",0.000278680910357641,36,36
"394","{accent,russian}",0.000239975228363524,31,31
"395","{emulator,game}",0.000201269546369407,26,26
"396","{smile,video}",0.000178046137172937,23,23
"397","{riley,smile}",0.00018578727357176,24,24
"398","{face,smile}",0.000263198637559994,34,34
"399","{like,presentation}",0.00018578727357176,24,24
"400","{park,south}",0.000441244774732931,57,57
"401","{free,speech}",0.00018578727357176,24,24
"402","{flood,market}",0.000224492955565877,29,29
"403","{coffee,drink}",0.000193528409970584,25,25
"404","{price,retail}",0.000170305000774114,22,22
"405","{long,tooth}",0.00020901068276823,27,27
"406","{30fps,game}",0.000170305000774114,22,22
"407","{limiter,nvidia}",0.000216751819167054,28,28
"408","{card,limiter}",0.00020901068276823,27,27
"409","{limiter,mining}",0.000201269546369407,26,26
"410","{gigabyte,psu}",0.000224492955565877,29,29
"411","{cold,war}",0.00018578727357176,24,24
"412","{editor,video}",0.000178046137172937,23,23
"413","{annoy,linus}",0.00018578727357176,24,24
"414","{life,pain}",0.000193528409970584,25,25
"415","{buying,nvidia}",0.00018578727357176,24,24
"416","{clickbait,video}",0.000216751819167054,28,28
"417","{clickbait,title}",0.000394797956339991,51,51
"418","{apple,patent}",0.000170305000774114,22,22
"419","{intel,obsolete}",0.000178046137172937,23,23
"420","{fuck,sake}",0.00020901068276823,27,27
"421","{god,sake}",0.000178046137172937,23,23
"422","{amd,x470}",0.000170305000774114,22,22
"423","{support,x470}",0.00018578727357176,24,24
"424","{b450,x470}",0.000247716364762347,32,32
"425","{english,language}",0.000193528409970584,25,25
"426","{mask,razer}",0.000178046137172937,23,23
"427","{like,personality}",0.0002322340919647,30,30
"428","{good,personality}",0.000170305000774114,22,22
"429","{great,personality}",0.000178046137172937,23,23
"430","{video,yt}",0.000178046137172937,23,23
"431","{origin,steam}",0.000170305000774114,22,22
"432","{gold,pure}",0.000178046137172937,23,23
"433","{good,technew}",0.000193528409970584,25,25
"434","{riley,technew}",0.000216751819167054,28,28
"435","{love,technew}",0.000178046137172937,23,23
"436","{say,trigger}",0.000178046137172937,23,23
"437","{google,trigger}",0.000270939773958817,35,35
"438","{good,sir}",0.000278680910357641,36,36
"439","{fridge,xbox}",0.000201269546369407,26,26
"440","{april,joke}",0.00018578727357176,24,24
"441","{april,fool}",0.000518656138721164,67,67
"442","{new,smell}",0.0002322340919647,30,30
"443","{3900x,buy}",0.00025545750116117,33,33
"444","{3900x,amd}",0.000170305000774114,22,22
"445","{3900x,ryzen}",0.000178046137172937,23,23
"446","{adult,like}",0.000201269546369407,26,26
"447","{invent,new}",0.000178046137172937,23,23
"448","{amd,shill}",0.000170305000774114,22,22
"449","{politic,tech}",0.000340610001548227,44,44
"450","{riley,song}",0.000371574547143521,48,48
"451","{rest,song}",0.000201269546369407,26,26
"452","{flight,microsoft}",0.000239975228363524,31,31
"453","{internet,satellite}",0.000239975228363524,31,31
"454","{amazon,satellite}",0.00018578727357176,24,24
"455","{like,pretend}",0.000170305000774114,22,22
"456","{like,shout}",0.000193528409970584,25,25
"457","{linus,shout}",0.00018578727357176,24,24
"458","{riley,shout}",0.000263198637559994,34,34
"459","{guy,shout}",0.00018578727357176,24,24
"460","{background,shout}",0.000317386592351757,41,41
"461","{amd,vii}",0.000216751819167054,28,28
"462","{radeon,vii}",0.000588326366310574,76,76
"463","{quickbit,time}",0.000178046137172937,23,23
"464","{linus,quickbit}",0.000325127728750581,42,42
"465","{quickbit,say}",0.000270939773958817,35,35
"466","{empire,play}",0.000201269546369407,26,26
"467","{age,empire}",0.000309645455952934,40,40
"468","{amd,fx}",0.000309645455952934,40,40
"469","{female,like}",0.000402539092738814,52,52
"470","{female,linus}",0.000510915002322341,66,66
"471","{female,riley}",0.000495432729524694,64,64
"472","{female,madison}",0.000178046137172937,23,23
"473","{female,version}",0.00020901068276823,27,27
"474","{backwards,compatibility}",0.000263198637559994,34,34
"475","{phone,pocket}",0.00020901068276823,27,27
"476","{facebook,instagram}",0.000348351137947051,45,45
"477","{eat,pizza}",0.0002322340919647,30,30
"478","{2077,cyberpunk}",0.000828301594674098,107,107
"479","{reviewer,tech}",0.000178046137172937,23,23
"480","{amd,freesync}",0.000193528409970584,25,25
"481","{freesync,nvidia}",0.000325127728750581,42,42
"482","{freesync,monitor}",0.000263198637559994,34,34
"483","{like,mix}",0.000178046137172937,23,23
"484","{mr,tech}",0.000224492955565877,29,29
"485","{mr,news}",0.00018578727357176,24,24
"486","{man,mr}",0.00025545750116117,33,33
"487","{flaw,intel}",0.0002322340919647,30,30
"488","{ban,president}",0.000178046137172937,23,23
"489","{angry,like}",0.000178046137172937,23,23
"490","{car,wheel}",0.00020901068276823,27,27
"491","{like,threadripper}",0.000170305000774114,22,22
"492","{amd,threadripper}",0.000216751819167054,28,28
"493","{intel,threadripper}",0.000178046137172937,23,23
"494","{core,threadripper}",0.000201269546369407,26,26
"495","{linus,shave}",0.000781854776281158,101,101
"496","{look,shave}",0.000278680910357641,36,36
"497","{riley,shave}",0.000363833410744697,47,47
"498","{dollar,shave}",0.000216751819167054,28,28
"499","{beard,shave}",0.000479950456727048,62,62
"500","{mustache,shave}",0.000224492955565877,29,29
"501","{video,yell}",0.000201269546369407,26,26
"502","{riley,yell}",0.000224492955565877,29,29
"503","{guy,yell}",0.000278680910357641,36,36
"504","{background,yell}",0.000487691593125871,63,63
"505","{amd,scheme}",0.000201269546369407,26,26
"506","{name,scheme}",0.000433503638334107,56,56
"507","{monitor,sync}",0.000224492955565877,29,29
"508","{google,map}",0.000325127728750581,42,42
"509","{good,morning}",0.00020901068276823,27,27
"510","{morning,tech}",0.000178046137172937,23,23
"511","{morning,news}",0.00020901068276823,27,27
"512","{like,scene}",0.000193528409970584,25,25
"513","{like,mom}",0.000201269546369407,26,26
"514","{mom,riley}",0.00018578727357176,24,24
"515","{1010,nvidia}",0.000178046137172937,23,23
"516","{1010,card}",0.00018578727357176,24,24
"517","{1010,gt}",0.000781854776281158,101,101
"518","{crysis,run}",0.00158693296175879,205,205
"519","{like,swear}",0.000216751819167054,28,28
"520","{headset,vr}",0.000340610001548227,44,44
"521","{fat,get}",0.0002322340919647,30,30
"522","{ea,game}",0.000418021365536461,54,54
"523","{job,steve}",0.000178046137172937,23,23
"524","{british,like}",0.000178046137172937,23,23
"525","{anthony,british}",0.000363833410744697,47,47
"526","{accent,british}",0.000510915002322341,66,66
"527","{earn,money}",0.00018578727357176,24,24
"528","{consumption,power}",0.000340610001548227,44,44
"529","{like,scream}",0.00025545750116117,33,33
"530","{riley,scream}",0.000193528409970584,25,25
"531","{background,scream}",0.000201269546369407,26,26
"532","{apple,license}",0.000170305000774114,22,22
"533","{arm,license}",0.00018578727357176,24,24
"534","{5700,amd}",0.000193528409970584,25,25
"535","{5700,rx}",0.00025545750116117,33,33
"536","{5700,xt}",0.000394797956339991,51,51
"537","{oh,uh}",0.000193528409970584,25,25
"538","{thumb,video}",0.00020901068276823,27,27
"539","{like,porn}",0.00018578727357176,24,24
"540","{porn,riley}",0.00020901068276823,27,27
"541","{like,usb}",0.00018578727357176,24,24
"542","{card,founder}",0.000170305000774114,22,22
"543","{edition,founder}",0.000340610001548227,44,44
"544","{look,ugly}",0.000224492955565877,29,29
"545","{like,pointless}",0.000201269546369407,26,26
"546","{linus,nerd}",0.00018578727357176,24,24
"547","{bruh,like}",0.000170305000774114,22,22
"548","{bruh,get}",0.000170305000774114,22,22
"549","{buy,overpriced}",0.000201269546369407,26,26
"550","{addition,good}",0.000201269546369407,26,26
"551","{addition,great}",0.000309645455952934,40,40
"552","{addition,madison}",0.0002322340919647,30,30
"553","{addition,team}",0.000286422046756464,37,37
"554","{center,micro}",0.000239975228363524,31,31
"555","{draw,power}",0.000201269546369407,26,26
"556","{like,mask}",0.000193528409970584,25,25
"557","{face,mask}",0.000224492955565877,29,29
"558","{mask,wear}",0.00020901068276823,27,27
"559","{like,presenter}",0.000224492955565877,29,29
"560","{good,presenter}",0.000448985911131754,58,58
"561","{presenter,riley}",0.000263198637559994,34,34
"562","{great,presenter}",0.000178046137172937,23,23
"563","{anthony,presenter}",0.000170305000774114,22,22
"564","{bias,like}",0.000170305000774114,22,22
"565","{control,panel}",0.000425762501935284,55,55
"566","{building,like}",0.000178046137172937,23,23
"567","{excel,limit}",0.000178046137172937,23,23
"568","{excel,uk}",0.000224492955565877,29,29
"569","{excel,format}",0.000201269546369407,26,26
"570","{9900k,good}",0.000170305000774114,22,22
"571","{9900k,amd}",0.000216751819167054,28,28
"572","{9900k,intel}",0.000286422046756464,37,37
"573","{9900k,i9}",0.000247716364762347,32,32
